Number,Summary Nr,Report ID,Fatality,NAICS,Event Description,Abstract,Keywords,End User,Project Type,Project Cost,Non building height,Fatality.1,Age,Sex,Degree of injury,occpation,Max T,Min T,Dew Max,Dew Min,Max Wind Speed,Sea Level Pressure (in),Time,Temperature,Dew Point,Humidity,Wind,Pressure,Precip.,Condition,ZipCode,State,Season,Wind Speed,Wind Gust,Latitude,Longitude,Location,Event Date,Cloudcover,Visiblity,Solar Radiation,Solar Energy,UV Index
1113,125914.015,950623,,238160,Two Employees Sustain Blunt Trauma In Fall From Lift Truck,"Abstract: At 2:00 p.m. on November 19, 2019, Employee #1 and Employee #2, both roofers, were working for a roofing contractor on a residential project. The employees were in a scissor lift dump truck getting ready to lay a walking plank on the roof where they would be working. The dump truck unexpectedly went from platform mode to dump mode causing the rear end of the bed to come down. This in turn caused Employees #1 and Employee #2 and the materials in the truck bed to slide down the bed. The employees and the materials fell approximately 8 feet and the materials landed on both employees. Employee #1 fractured his fibula, nasal bone and ribs and Employee #2 sustained a concussion. Both employees required hospitalization.","Keywords: Blunt force, Blunt force trauma, Broken Bone, Chest, Concussion, Construction, Construction vehicle, Dump Truck, Dump Truck Bed, Face, Fall, Fall From Elevation, Fracture, Head, Leg, Malfunction, Material Handling, Mech Malfunction, Nose, Residential Construction, Rib, Roof, Roofer, Scissor lift, Truck",Single family or duplex dwelling,Maintenance or repair,,,,41,M,Hospitalized injury,Roofers,57,50,53.0,43.0,23,29.71,14:00:00,56 °F,51 °F,84 %,NNW,29.65 in,0.0 in,Cloudy,95528,CA,Fall,18 mph,25 mph,40.4845394,-123.9060109,CA 95528,2019-11-19,,,,,
1114,,,,,,nan,,,,,,,27,M,Hospitalized injury,Roofers,57,50,53.0,43.0,23,29.71,14:00:00,56 °F,51 °F,84 %,NNW,29.65 in,0.0 in,Cloudy,95528,CA,Fall,18 mph,25 mph,40.4845394,-123.9060109,CA 95528,2019-11-19,,,,,
1115,122401.015,950621,,238160,Employee Incurs Multiple Injuries In Fall From Roof,"Abstract: This accident occurred at a large warehouse building approximately 22 feet high. The work being performed involved roofing and carpentry operations. The employer was repairing several roof leaks as the scope of work. Prior to the accident, the employer was demolishing the existing roofing materials and removed one sheet of OSB from the roof structure, thereby creating an open hole. This hole exposed a fall of approximately 21-1/2 feet to concrete. The injured employee doesn't recall all of the details leading up to the accident. The employee is a roofer. Two factors contributed to the accident: the exposure of a roof opening, in addition to the lack of fall protection equipment in use. The employee sustained the following injuries: internal bleeding, broken ribs, broken wrists, right elbow surgery, brain damage, vision lost to left eye, punctured gall bladder, and facial reconstruction. The employee was hospitalized.","Keywords: Brain, Broken Bone, Concrete, Elbow, Eye, Face, Fall, Fall From Elevation, Fall Protection, Internal Bleeding, Rib, Roof, Roof Opening, Roofer, Warehouse, Wrist",Commercial building,Maintenance or repair,,22,,49,M,Hospitalized injury,Roofers,74,45,45.0,41.0,6,30.04,11:30:00,63 °F,44 °F,50 %,CALM,30.04 in,0.0 in,Mostly Cloudy,95648,CA,Fall,0 mph,0 mph,38.8818941,-121.2921405,CA 95648,2019-11-11,,,,,
1116,124233.015,950631,,238160,Employee Burns Hand When He Falls Into Bucket Of Tar,"Abstract: At 1:30 p.m. on November 7, 2019, an employee working as a roofer for a roofing contractor was working on the roof of a commercial building during repairs. The employee was a permanent employee of the employer. The employee was performing hot mopping operations applying hot tar which involved pumping the tar up onto the roof and placing it into buckets. The crew then moves the buckets to the application areas and apply the tar by hand using a mop. The employee was hot mopping when he received a call on his phone. He removed his glove to answer the call and while on the phone he took a step and slipped. As he began to fall, he instinctively put his hand out in front of him to brace himself and inadvertently placed his hand into a bucket of hot tar. The employee sustained 3rd degree burns to his hand and was hospitalized.","Keywords: Asphalt, Bucket , Burn, Commercial Building, Construction, Distracted, Fall, Fall On Same Level, Glove, Hand, Hand Tool, High Temperature, Hot Asphalt, Hot Tar, Misjudgement, Misjudgement of Hazardous Situation, PPE, Repair, Roof, Roofer, Slip, Slippery Surface, Temperature",Commercial building,Maintenance or repair,,,,41,M,Hospitalized injury,Roofers,77,43,45.0,40.0,5,30.08,13:30:00,71 °F,43 °F,36 %,NNW,30.07 in,0.0 in,Partly Cloudy,95620,CA,Fall,3 mph,0 mph,38.462027,-121.8301229,CA 95620,2019-11-07,,,,,
1117,121699.015,950615,,238160,"Employee Dislocates Foot, Breaks Heel In Fall From Wet Roof","Abstract: At 8:00 a.m. on November 7, 2019, an employee working as a roofer for a roofing contractor was standing on a roof wiping water off the surface using a squeegee. The employee was not wearing fall protection when he slid off the roof still in the standing position and struck the ground below. The employee dislocated his left foot and broke the heel and was hospitalized.","Keywords: Blunt force, Blunt force trauma, Broken Bone, Building, Cleaning, Dislocated, Fall, Fall From Elevation, Fall Protection, Foot, Fracture, Hand Tool, Misjudgement, Misjudgement of Hazardous Situation, PPE, PPE Hazard Assessment, Roof, Roofer, Slid, Slippery Surface, Water, Wet, Wet Operation, Work Surface",,,,,,47,M,Hospitalized injury,Roofers,85,49,54.0,27.0,13,29.09,08:00:00,53 °F,47 °F,80 %,CALM,29.05 in,0.0 in,Fair,91767,CA,Fall,0 mph,0 mph,34.0808316,-117.7387407,CA 91767,2019-11-07,,,,,
1118,121555.015,953220,,238160,"Employee Sustains Multiple Injuries In Fall Off Ladder, Roof","Abstract: At 8:15 a.m. on November 6, 2019, an employee working as a roofer for a roofing contractor was reroofing a two-story townhome. It was the fourth day the contractor was on the job. The employee had just arrived at the site along with Coworker #1 and Coworker #2. The employee accessed the 2nd story roof using a 28-foot extension ladder to prepare for the work to be performed. Coworker #1 and Coworker #2 were working on the ground conducting preparation work. The 2nd story eaves were measured at approximately 13 feet. Anchor points were located on the roof which the crew had used to tie off during previous days. The employee approached the edge of the roof above the garage where he fell approximately 16 feet to the concrete driveway after striking the hood of work truck parked in front of the garage. The employer required fall protection, which was worn on previous days. Coworker #1 and Coworker #2 had not yet accessed the roof and were unaware that the employee had not tied off. The employee sustained head injuries, he had no recollection of the incident and there were no witnesses. The employee was transported to the hospital, where he was admitted for a lengthy hospitalization.","Keywords: Blunt force, Blunt force trauma, Building, Concussion, Construction, Fall, Fall From Elevation, Fall Protection, Fracture, Head, Misjudgement, Misjudgement of Hazardous Situation, Residential Construction, Roof, Roofer, Walking Surface, Work Surface",Single family or duplex dwelling,Alteration or rehabilitation,,16,,37,M,Hospitalized injury,Roofers,77,50,27.0,20.0,9,27.74,08:15:00,53 °F,22 °F,30 %,NNW,27.73 in,0.0 in,Fair,89115,NV,Fall,3 mph,0 mph,36.2445832,-115.0503906,NV 89115,2019-11-06,,,,,
1119,121430.015,950631,,238160,Employee Sustains Head Injuries In Fall From 2nd Story Roof,"Abstract: At 7:15 a.m. on November 6, 2019, an employee working as a roofer for a roofing contractor was attempting to access the roof of an apartment building. The employee climbed to the top of a 32-foot Werner extension ladder and attempted to step from the ladder onto the roof. However, the roof shingles shifted under his foot causing him to fall backwards off the roof. The employee fell approximately 20 feet striking a plastic lawn chair before hitting the concrete sidewalk. The employee fractured both wrists, damaged a tendon in his right knee, dislocated toes on his left foot, broke his nose, and broke four teeth, requiring hospitalization.","Keywords: Blunt force, Blunt force trauma, Broken Bone, Chair, Concrete, Construction, Dislocated, Extension Ladder, Face, Fall, Fall From Elevation, Foot, Fracture, Knee, Ladder, Mouth, Nose, Pavement, Roof, Roofer, Slip, Slippery Surface, Struck Against, Tendon, Toe, Work Surface, Wrist",,,,,,26,M,Hospitalized injury,Roofers,72,58,57.0,53.0,9,29.97,07:15:00,62 °F,55 °F,78 %,CALM,29.92 in,0.0 in,Haze,92626,CA,Fall,0 mph,0 mph,33.6790831,-117.9106141,CA 92626,2019-11-06,,,,,
1120,121561.015,950631,,238160,Employee Incurs Multiple Injuries In Fall From Roof,"Abstract: At 10:00 a.m. on October 31, 2019, an employee was working with his foreman in the finishing stages of the roof installation. Each employee was working on opposite sides of the roof. The foreman noticed the other nail gun noise had ceased and heard a thud noise and went to investigate. When the foreman looked on the side of the house he saw the employee laying on the ground below. He called 911 and emergency services arrived shortly and transported the employee to Mission Hospital in Mission Viejo. The employee had multiple fractures and internal injuries and was hospitalized.","Keywords: Fall, Fall From Elevation, Fracture, Internal Injuries, Residential Construction, Roof",Single family or duplex dwelling,Maintenance or repair,,,,38,M,Hospitalized injury,Roofers,76,59,58.0,47.0,10,29.89,09:53:00,70 °F,54 °F,57 %,CALM,29.89 in,0.0 in,Fair,92691,CA,Fall,0 mph,0 mph,33.6152855,-117.6652153,CA 92691,2019-10-31,,,,,
1121,125419.015,950615,,238160,Employee Sustains Burns From Hot Tar,"Abstract: At 1:00 p.m. on October 24, 2019, an employee was re-insulating a roof. There were two flat roof areas, one area approximately 6 feet higher and a 36-foot-long plank was being used as a ramp between the two areas. As the employee was walking down the ramp, carrying two 5-gallon buckets of filled 75 percent with hot tar, the wooden pallet under the plank fell and the plank moved. The employee lost his balance, falling approximately four feet while being splashed with the hot tar. The employee sustained serious burns on his back, chest, legs, arms, and hands. The employee was hospitalized for treatment.","Keywords: Arm, Back, Burn, Chest, Contact, Fall, Fall From Elevation, Hand, Heat, Hot Tar, Insulation, Leg, Lost Balance, Roof, Roofer, Splashed",Commercial building,Maintenance or repair,,4,,37,M,Hospitalized injury,Roofers,90,66,48.0,24.0,14,30.08,12:53:00,89 °F,26 °F,10 %,NE,30.03 in,0.0 in,Fair,94901,CA,Fall,13 mph,0 mph,37.9700508,-122.5209623,CA 94901,2019-10-24,,,,,
1122,120976.015,950635,X,238160,Employee Is Killed In Fall From Roof,"Abstract: At 3:30 p.m. on October 18, 2019, an employee working as a roofer on a single story house roof. The employee was carrying a roll of roofing material and attempted to step on the inside corner of the ""L"" shaped roof. He missed the other side of the roof corner and fell eleven feet. The employee was killed by unspecified injuries received during the fall.","Keywords: Fall, Fall Protection, Material Handling, Roof, Roofer",Single family or duplex dwelling,Maintenance or repair,,11,X,48,M,Fatality,Roofers,74,60,57.0,46.0,17,29.83,15:53:00,72 °F,48 °F,43 %,W,29.76 in,0.0 in,Fair,90266,CA,Fall,16 mph,0 mph,33.8898886,-118.4008279,CA 90266,2019-10-18,,,,,
1123,120852.015,950612,,238160,"Employee Crushes Kidneys, Fractures Ribs And Wrist In Fall","Abstract: At 3:25 p.m. on October 14, 2019, an employee working as a plumber for a roofing contractor was working on a residential construction site. The site was a new farmhouse addition being built onto the personal home of a coworker (company owner). The employee is a direct employee of the employer and was performing maintenance work at the jobsite. The walls had been erected the roof installed. The employee standing on a ladder when he fell at least 7 ? feet to a plywood floor below. The employee hospitalized to treat a fractured wrist, ribs and crushed kidneys.","Keywords: Blunt force, Blunt force trauma, Chest, Construction, Crushed, Fall, Fall From Elevation, Fall Protection, Fracture, Injury Illness Prevention Program, Internal Injuries, Kidney, Ladder, Maintenance, Material Handling, Plumbing, Residential Construction, Rib, Wrist",Other building,Alteration or rehabilitation,,8,,38,M,Hospitalized injury,nan,74,47,55.0,38.0,9,29.98,15:53:00,73 °F,44 °F,35 %,NNW,29.88 in,0.0 in,Fair,95030,CA,Fall,9 mph,0 mph,37.2274785,-121.9812254,CA 95030,2019-10-14,,,,,
1124,124653.015,950632,,238160,Employee Fractures Leg And Arm In Fall From Extension Ladder,"Abstract: At 11:30 a.m. on September 30, 2019, an employee was working as part of a crew that was reroofing existing buildings in a townhome complex. The crew was on one of the buildings completing the reroofing. The building's height was approximately 30 feet at the highest eave and 34 feet at the ridge. The crew used a Louisville, 40-foot fiberglass extension ladder to move various materials to the roof with a pulley and rope system, as well as employee access to the roof. On the day prior, the ladder fell away from the front elevation of the building where it was positioned and struck the top cap of the second story balcony wall across the driveway. The impact was between the sixth and seventh rung. The crew, with a qualified person, set the ladder down and performed an inspection to determine if there was any damage to the ladder and did not identify any visible damage. The ladder was placed back into service moving materials and workers to the roof successfully without issue. After completing the reroofing, the crew was descending the roof using the extension ladder positioned at the front elevation of the building leaning against the wall below the ridge. The employee accessed the ladder to climb down and, as he was descending where his feet were at about the sixth and seventh rung, he fell off the rung and slid down the face of the ladder about 28 feet and struck the lower rung and ground. The employee was hospitalized to treat a fracture to his left leg and right arm and fascia trauma.","Keywords: Arm, Blunt force, Blunt force trauma, Descending Ladder, Extension Ladder, Fall, Fall From Elevation, Fracture, Leg, Roof, Roofer",Multi-family dwelling,Maintenance or repair,,28,,62,M,Hospitalized injury,Roof Repar: Shingle,71,57,58.0,49.0,12,29.89,11:51:00,70 °F,52 °F,53 %,WNW,29.88 in,0.0 in,Fair,91942,CA,Fall,9 mph,0 mph,32.7845347,-117.0158135,CA 91942,2019-09-30,,,,,
